GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000070601	9	37650997	37746901	341	35	91261	0.46115	0.32234	FRMPD1
ENSG00000165275	9	37753804	37778969	56	10	91261	-0.65496	0.74375	TRMT10B
ENSG00000107371	9	37766975	37801434	96	11	91261	-1.4381	0.9248	EXOSC3
ENSG00000122741	9	37800499	37867663	176	6	91261	-2.0436	0.9795	DCAF10
ENSG00000122696	9	37879400	37904350	34	10	91261	-1.5194	0.93566	SLC25A51
ENSG00000107338	9	37919131	38069210	421	21	91261	-0.55166	0.70941	SHB
ENSG00000137124	9	38392661	38398658	26	9	91261	1.0345	0.15044	ALDH1B1
ENSG00000137142	9	38408991	38424444	63	13	91261	1.4724	0.070452	IGFBPL1
ENSG00000273170	9	38540566	38577204	102	29	91261	1.0838	0.13922	ANKRD18A
ENSG00000180071	9	38540566	38620657	215	40	91261	0.46577	0.32069	ANKRD18A
ENSG00000106714	9	39072764	39288312	134	15	91261	-0.47357	0.6821	CNTNAP3
ENSG00000196873	9	70856397	70914929	1	1	91261	-1.2569	0.8956	CBWD3
ENSG00000154330	9	70943224	71145977	350	30	91261	0.24402	0.40361	PGM5
ENSG00000181778	9	71151496	71155783	8	3	91261	1.266	0.10275	TMEM252
ENSG00000107242	9	71320575	71624092	880	45	91261	1.6603	0.048425	PIP5K1B
ENSG00000187866	9	71394964	71398609	9	3	91261	1.942	0.026068	FAM122A
ENSG00000165059	9	71627469	71629039	3	2	91261	0.7622	0.22297	PRKACG
ENSG00000165060	9	71650175	71715094	264	15	91261	-0.73885	0.77	FXN
ENSG00000119139	9	71736209	71870124	474	41	91261	0.47251	0.31828	TJP2
ENSG00000269295	9	71869331	71869642	1	1	91261	0.35472	0.3614	AL358113.1
ENSG00000135063	9	71939488	72007371	237	29	91261	0.23545	0.40693	FAM189A2
ENSG00000107282	9	72042446	72287222	589	32	91261	-0.27977	0.61017	APBA1
ENSG00000188647	9	72324438	72374875	88	14	91261	-0.050042	0.51996	PTAR1
ENSG00000204711	9	72435709	72521148	228	28	91261	1.1777	0.11946	C9orf135
ENSG00000165072	9	72658497	72841886	525	17	91261	-0.50214	0.69222	MAMDC2
ENSG00000198887	9	72873937	72969804	225	18	91261	-0.51582	0.69701	SMC5
ENSG00000119138	9	72999503	73029540	44	14	91261	0.18849	0.42525	KLF9
ENSG00000083067	9	73143979	74061820	2811	110	91261	-0.91377	0.81958	TRPM3
ENSG00000135048	9	74298282	74431606	428	23	91261	-0.053634	0.52139	TMEM2
ENSG00000107362	9	74477368	74525847	37	7	91261	-1.4135	0.92124	ABHD17B
ENSG00000155621	9	74526426	74600970	91	18	91261	-1.3215	0.90684	C9orf85
ENSG00000204669	9	74666292	74687733	62	12	91261	-0.016999	0.50678	C9orf57
ENSG00000119125	9	74729511	74872109	396	30	91261	1.4074	0.079661	GDA
ENSG00000107372	9	74966341	74980163	31	5	91261	0.67595	0.24953	ZFAND5
ENSG00000165091	9	75136717	75451267	936	30	91261	1.7438	0.040599	TMC1
ENSG00000165092	9	75515578	75695358	318	26	91261	0.36407	0.3579	ALDH1A1
ENSG00000135046	9	75766673	75785309	40	11	91261	-0.059762	0.52383	ANXA1
ENSG00000198963	9	77112281	77308093	397	36	91261	-0.8036	0.78919	RORB
ENSG00000119121	9	77337411	77503010	302	34	91261	-1.3501	0.91152	TRPM6
ENSG00000135045	9	77561497	77567802	9	4	91261	0.35103	0.36278	C9orf40
ENSG00000156017	9	77595936	77643339	90	14	91261	0.28148	0.38917	C9orf41
ENSG00000106733	9	77675489	77703133	115	19	91261	-0.64246	0.73971	NMRK1
ENSG00000134996	9	77703459	77762181	219	29	91261	-0.12126	0.54826	OSTF1
ENSG00000099139	9	78505560	78977255	1723	190	91261	-0.83915	0.79931	PCSK5
ENSG00000135002	9	79000433	79009433	33	8	91261	-0.297	0.61677	RFK
ENSG00000187210	9	79034752	79122332	342	29	91261	0.11051	0.456	GCNT1
ENSG00000106772	9	79226292	79521003	932	77	91261	-1.0738	0.85854	PRUNE2
ENSG00000197969	9	79792269	80036457	652	25	91261	1.3632	0.086409	VPS13A
ENSG00000156049	9	80037995	80263223	679	80	91261	0.29134	0.3854	GNA14
ENSG00000156052	9	80331003	80646374	540	24	91261	-2.573	0.99496	GNAQ
ENSG00000148019	9	80850978	80894606	94	16	91261	-0.031646	0.51262	CEP78
ENSG00000135069	9	80912059	80945009	144	18	91261	0.19336	0.42334	PSAT1
ENSG00000106829	9	82186688	82341658	287	24	91261	0.0081999	0.49673	TLE4
ENSG00000196781	9	84198598	84304220	340	68	91261	1.6027	0.054505	TLE1
ENSG00000214929	9	84603687	84610171	11	5	91261	0.30896	0.37867	SPATA31D1
ENSG00000165105	9	85594500	85678092	119	8	91261	-0.9869	0.83815	RASEF
ENSG00000172159	9	85857905	86153461	1158	76	91261	-0.94999	0.82894	FRMD3
ENSG00000148057	9	86237964	86259045	56	10	91261	-0.17694	0.57022	IDNK
ENSG00000135018	9	86274878	86323118	125	12	91261	-0.34134	0.63357	UBQLN1
ENSG00000165113	9	86354336	86444431	181	11	91261	0.64268	0.26021	GKAP1
ENSG00000165115	9	86451613	86536342	152	11	91261	0.61654	0.26877	KIF27
ENSG00000165118	9	86553226	86571901	31	7	91261	0.14178	0.44363	C9orf64
ENSG00000165119	9	86582998	86595569	18	5	91261	0.70012	0.24193	HNRNPK
ENSG00000178966	9	86595626	86618985	35	7	91261	-0.063923	0.52548	RMI1
ENSG00000197506	9	86890372	86955672	216	31	91261	-0.25121	0.59917	SLC28A3
ENSG00000148053	9	87283466	87638505	921	66	91261	-0.25399	0.60025	NTRK2
ENSG00000135049	9	88161455	88356944	561	17	91261	-0.29725	0.61686	AGTPBP1
ENSG00000135040	9	88556061	88637213	83	19	91261	-0.30522	0.6199	NAA35
ENSG00000135052	9	88641061	88715088	233	21	91261	1.3925	0.08188	GOLM1
ENSG00000187753	9	88835180	88874572	75	13	91261	-0.60761	0.72828	C9orf153
ENSG00000135070	9	88879461	88897676	33	6	91261	-0.12763	0.55078	ISCA1
ENSG00000083223	9	88902648	88969369	112	10	91261	-0.7205	0.76439	ZCCHC6
ENSG00000180447	9	89559279	89562104	3	1	91261	0.11101	0.4558	GAS1
ENSG00000204446	9	89763559	89774471	41	7	91261	-0.1184	0.54713	C9orf170
ENSG00000196730	9	90112143	90323548	771	67	91261	0.6394	0.26128	DAPK1
ENSG00000135047	9	90340434	90346308	16	6	91261	-0.33358	0.63065	CTSL
ENSG00000177992	9	90497741	90503814	21	6	91261	-0.72354	0.76533	SPATA31E1
ENSG00000156345	9	90581356	90589668	18	5	91261	-0.68844	0.75441	CDK20
ENSG00000106723	9	91003334	91093609	169	6	91261	-0.84551	0.80109	SPIN1
ENSG00000130045	9	91150016	91199189	105	13	91261	-0.32025	0.62561	NXNL2
ENSG00000186354	9	91605778	91611055	14	7	91261	1.5547	0.060012	C9orf47
ENSG00000213694	9	91606362	91619925	34	14	91261	1.5781	0.057276	S1PR3
ENSG00000148082	9	91628060	91793682	477	38	91261	-1.2532	0.89494	SHC3
ENSG00000123975	9	91926113	91931618	16	6	91261	-0.68132	0.75217	CKS2
ENSG00000187742	9	91933421	91974557	58	12	91261	-0.12267	0.54882	SECISBP2
ENSG00000187764	9	91975702	92113045	465	43	91261	-0.64151	0.7394	SEMA4D
ENSG00000130222	9	92219928	92221470	3	2	91261	-0.41044	0.65926	GADD45G
ENSG00000165023	9	93372114	93405386	121	21	91261	-2.3407	0.99038	DIRAS2
ENSG00000165025	9	93564069	93660831	424	50	91261	-0.69186	0.75549	SYK
ENSG00000148090	9	93976097	94124195	343	21	91261	-1.156	0.87615	AUH
ENSG00000165030	9	94171327	94186144	29	6	91261	-0.2898	0.61402	NFIL3
ENSG00000169071	9	94325373	94712444	1455	81	91261	-0.98214	0.83698	ROR2
ENSG00000090054	9	94794281	94877666	294	20	91261	0.73819	0.2302	SPTLC1
ENSG00000196305	9	94972489	95056038	187	16	91261	-0.27432	0.60808	IARS
ENSG00000198000	9	95059640	95087918	67	9	91261	-0.36163	0.64118	NOL8
ENSG00000188312	9	95087766	95382815	715	23	91261	0.55279	0.2902	CENPP
ENSG00000106809	9	95146249	95166978	49	7	91261	0.25512	0.39932	OGN
ENSG00000127083	9	95176527	95186743	19	7	91261	0.60192	0.27361	OMD
ENSG00000106819	9	95218487	95244788	53	8	91261	0.71559	0.23712	ASPN
ENSG00000106823	9	95256365	95298937	97	12	91261	0.88115	0.18912	ECM2
ENSG00000127080	9	95375466	95432547	148	17	91261	-0.089748	0.53576	IPPK
ENSG00000185963	9	95473645	95527094	131	11	91261	-0.092298	0.53677	BICD2
ENSG00000127081	9	95607874	95640304	81	12	91261	-1.5772	0.94262	ZNF484
ENSG00000127084	9	95709733	95798518	270	24	91261	-2.2541	0.9879	FGD3
ENSG00000157303	9	95820989	95847420	86	10	91261	-2.2476	0.9877	SUSD3
ENSG00000165233	9	95858500	95875565	49	9	91261	-1.0927	0.86273	C9orf89
ENSG00000131669	9	95883771	95896570	50	11	91261	-0.10403	0.54143	NINJ1
ENSG00000165238	9	95947198	96082854	396	32	91261	-0.34732	0.63583	WNK2
ENSG00000204352	9	96080481	96108696	103	18	91261	-0.27163	0.60705	C9orf129
ENSG00000188938	9	96208776	96215874	21	6	91261	0.17961	0.42873	FAM120AOS
ENSG00000048828	9	96214004	96328397	315	19	91261	1.3582	0.087201	FAM120A
ENSG00000197724	9	96338689	96441869	419	25	91261	1.1723	0.12055	PHF2
ENSG00000131668	9	96713905	96717654	10	3	91261	0.30716	0.37936	BARX1
ENSG00000158079	9	96793076	96872138	119	16	91261	-1.2309	0.89082	PTPDC1
ENSG00000175787	9	97021593	97063736	172	20	91261	-1.2446	0.89337	ZNF169
ENSG00000130950	9	97077605	97090926	24	9	91261	0.79159	0.2143	NUTM2F
ENSG00000148110	9	97136833	97223324	209	18	91261	-0.29334	0.61537	HIATL1
ENSG00000130957	9	97321002	97356075	188	17	91261	0.65368	0.25666	FBP2
ENSG00000165140	9	97365415	97402531	130	15	91261	0.39523	0.34634	FBP1
ENSG00000148120	9	97488983	97849441	705	25	91261	1.0948	0.13681	C9orf3
ENSG00000158169	9	97861336	98079991	233	23	91261	0.20909	0.41719	FANCC
ENSG00000185920	9	98205262	98279339	157	17	91261	-1.503	0.93358	PTCH1
ENSG00000268926	9	98534605	98537013	9	4	91261	-2.3287	0.99006	DKFZP434H0512
ENSG00000182150	9	98637983	98776842	333	20	91261	-0.5239	0.69982	ERCC6L2
ENSG00000130948	9	98997588	99064434	173	24	91261	0.18554	0.4264	HSD17B3
ENSG00000130958	9	99082988	99145992	224	17	91261	0.071398	0.47154	SLC35D2
ENSG00000165244	9	99148223	99180611	84	6	91261	-0.28371	0.61169	ZNF367
ENSG00000130956	9	99212483	99253618	79	10	91261	0.83826	0.20094	HABP4
ENSG00000081377	9	99252523	99382112	115	20	91261	1.1185	0.13167	CDC14B
ENSG00000158122	9	99401859	99417585	10	6	91261	0.73384	0.23152	AAED1
ENSG00000081386	9	99518147	99540411	28	6	91261	-1.1009	0.86453	ZNF510
ENSG00000196597	9	99578754	99637905	72	12	91261	-0.75792	0.77575	ZNF782
ENSG00000196312	9	99660348	99775862	49	16	91261	-0.77462	0.78072	HIATL2
ENSG00000188152	9	99690592	99702535	5	3	91261	-0.23453	0.59271	NUTM2G
ENSG00000136943	9	99794940	99801925	11	3	91261	-2.172	0.98507	CTSV
ENSG00000197816	9	100000765	100140806	393	15	91261	-0.13844	0.55505	CCDC180
ENSG00000196116	9	100174232	100258407	164	16	91261	0.46756	0.32005	TDRD7
ENSG00000136842	9	100263462	100364030	245	39	91261	0.081562	0.4675	TMOD1
ENSG00000136925	9	100362362	100395962	32	11	91261	-0.8086	0.79063	TSTD2
ENSG00000136937	9	100395908	100436030	33	11	91261	0.1898	0.42473	NCBP1
ENSG00000136936	9	100437191	100459639	23	8	91261	-0.21192	0.58392	XPA
ENSG00000178919	9	100615536	100618986	17	3	91261	1.2479	0.10603	FOXE1
ENSG00000136932	9	100666771	100684852	47	7	91261	1.2477	0.10606	C9orf156
ENSG00000136929	9	100689073	100707138	28	3	91261	1.3018	0.096498	HEMGN
ENSG00000136938	9	100745643	100778225	41	11	91261	0.95556	0.16965	ANP32B
ENSG00000095380	9	100819021	100845357	44	7	91261	0.11304	0.455	NANS
ENSG00000106785	9	100831557	100881494	86	17	91261	0.12663	0.44962	TRIM14
ENSG00000106789	9	100883257	100954922	250	45	91261	-0.61096	0.72939	CORO2A
ENSG00000095383	9	100961311	101017915	229	26	91261	0.94341	0.17274	TBC1D2
ENSG00000136928	9	101050391	101471479	1560	128	91261	-0.6779	0.75108	GABBR2
ENSG00000165138	9	101493611	101559247	122	16	91261	-1.0373	0.85021	ANKS6
ENSG00000119514	9	101569981	101612363	108	24	91261	0.45521	0.32448	GALNT12
ENSG00000204291	9	101705461	101833069	326	33	91261	0.46127	0.3223	COL15A1
ENSG00000106799	9	101866320	101916474	87	10	91261	2.1863	0.014398	TGFBR1
ENSG00000119523	9	101978708	101984238	12	3	91261	-0.48072	0.68464	ALG2
ENSG00000106803	9	101984346	101992897	30	6	91261	0.016178	0.49355	SEC61B
ENSG00000119508	9	102584137	102629173	41	9	91261	-0.45247	0.67454	NR4A3
ENSG00000136874	9	102668915	102732618	118	11	91261	2.5668	0.0051322	STX17
ENSG00000023318	9	102741461	102861322	215	18	91261	0.31923	0.37478	ERP44
ENSG00000119509	9	102861538	103063282	436	14	91261	1.0436	0.14833	INVS
ENSG00000136891	9	103064359	103115221	107	12	91261	-0.76412	0.7776	TEX10
ENSG00000066697	9	103189438	103213511	60	5	91261	-0.52611	0.7006	MSANTD3
ENSG00000251349	9	103204553	103339918	308	19	91261	-0.84307	0.8004	MSANTD3-TMEFF1
ENSG00000241697	9	103204560	103339918	308	19	91261	-0.84307	0.8004	TMEFF1
ENSG00000170681	9	103340361	103350188	38	8	91261	-0.54333	0.70655	MURC
ENSG00000148123	9	103790991	104087417	914	59	91261	0.60854	0.27141	LPPR1
ENSG00000136881	9	104122699	104145801	49	6	91261	1.2065	0.11382	BAAT
ENSG00000136897	9	104149915	104160896	26	8	91261	1.1866	0.11769	MRPL50
ENSG00000136870	9	104161155	104172942	43	6	91261	-1.1677	0.87853	ZNF189
ENSG00000136872	9	104182860	104198105	47	9	91261	-1.4965	0.93274	ALDOB
ENSG00000165152	9	104235453	104295819	214	29	91261	0.53832	0.29518	TMEM246
ENSG00000155827	9	104296133	104325622	61	15	91261	0.37659	0.35324	RNF20
ENSG00000198785	9	104331635	104500862	656	27	91261	0.96804	0.16651	GRIN3A
ENSG00000188386	9	104353897	104357283	9	5	91261	1.5615	0.059202	PPP3R2
ENSG00000155833	9	105757593	105780770	90	9	91261	0.65824	0.25519	CYLC2
ENSG00000136824	9	106856541	106903698	79	7	91261	0.87924	0.18964	SMC2
ENSG00000186881	9	107266455	107267547	9	3	91261	1.0131	0.15551	OR13F1
ENSG00000148136	9	107288534	107289490	1	1	91261	-0.30181	0.6186	OR13C4
ENSG00000204246	9	107298030	107299137	3	1	91261	1.6205	0.052562	OR13C3
ENSG00000186943	9	107331449	107332411	3	2	91261	0.25655	0.39876	OR13C8
ENSG00000255800	9	107360650	107361788	7	2	91261	-0.39884	0.65499	OR13C5
ENSG00000257019	9	107366924	107367951	4	1	91261	-0.27766	0.60936	OR13C2
ENSG00000136839	9	107379529	107380485	4	2	91261	0.024474	0.49024	OR13C9
ENSG00000179055	9	107456660	107457766	7	2	91261	0.15962	0.43659	OR13D1
ENSG00000136783	9	107509969	107522403	33	9	91261	-0.88819	0.81278	NIPSNAP3A
ENSG00000165028	9	107526438	107539738	43	9	91261	-0.17939	0.57118	NIPSNAP3B
ENSG00000165029	9	107543283	107690518	586	70	91261	0.20949	0.41703	ABCA1
ENSG00000070214	9	108006903	108201452	445	28	91261	-0.034316	0.51369	SLC44A1
ENSG00000106701	9	108210077	108314714	218	25	91261	0.78211	0.21708	FSD1L
ENSG00000106692	9	108320411	108403399	141	22	91261	0.8524	0.197	FKTN
ENSG00000186051	9	108424738	108425367	1	1	91261	-0.9713	0.8343	TAL2
ENSG00000095209	9	108456825	108538893	242	10	91261	0.44891	0.32675	TMEM38B
ENSG00000148143	9	109625378	109775915	219	37	91261	-1.1258	0.86988	ZNF462
ENSG00000119318	9	110045418	110094475	167	19	91261	0.27889	0.39017	RAD23B
ENSG00000136826	9	110247133	110252763	11	2	91261	1.5777	0.057312	KLF4
ENSG00000148156	9	111616871	111619239	12	5	91261	0.0017261	0.49931	ACTL7B
ENSG00000187003	9	111624603	111626035	3	2	91261	2.4936	0.0063222	ACTL7A
ENSG00000070061	9	111629797	111696396	286	23	91261	0.42897	0.33397	IKBKAP
ENSG00000119328	9	111696461	111713024	42	8	91261	1.6502	0.04945	FAM206A
ENSG00000119326	9	111704851	111775809	205	22	91261	1.7244	0.042316	CTNNAL1
ENSG00000106771	9	111777432	111882225	379	26	91261	0.11195	0.45543	TMEM245
ENSG00000260230	9	111892573	111929571	143	22	91261	0.3919	0.34757	FRRS1L
ENSG00000095203	9	111934255	112083244	375	54	91261	0.34484	0.36511	EPB41L4B
ENSG00000070159	9	112137746	112260590	318	25	91261	0.56453	0.2862	PTPN3
ENSG00000243444	9	112403068	112713755	1179	79	91261	0.90872	0.18175	PALM2
ENSG00000157654	9	112542589	112934792	1206	109	91261	1.325	0.092581	PALM2-AKAP2
ENSG00000241978	9	112542769	112934792	1206	109	91261	1.325	0.092581	AKAP2
ENSG00000188959	9	112952328	112970469	69	13	91261	1.7257	0.042202	C9orf152
ENSG00000136810	9	113006091	113018920	46	17	91261	1.9337	0.026573	TXN
ENSG00000204193	9	113065801	113100127	126	30	91261	-0.49193	0.68861	TXNDC8
ENSG00000165124	9	113127531	113342160	807	58	91261	-0.77123	0.77972	SVEP1
ENSG00000030304	9	113431051	113563859	357	40	91261	-0.49316	0.68905	MUSK
ENSG00000198121	9	113635543	113800981	489	37	91261	-0.79728	0.78736	LPAR1
ENSG00000171133	9	114089763	114090800	2	1	91261	0.30929	0.37855	OR2K2
ENSG00000136813	9	114122972	114247025	240	22	91261	-0.43906	0.66969	KIAA0368
ENSG00000173258	9	114287439	114340124	159	25	91261	0.053701	0.47859	ZNF483
ENSG00000106853	9	114312002	114362135	181	33	91261	-0.93906	0.82615	PTGR1
ENSG00000059769	9	114393632	114432508	143	18	91261	0.11761	0.45319	DNAJC25
ENSG00000244115	9	114393666	114432509	143	18	91261	0.11761	0.45319	DNAJC25-GNG10
ENSG00000242616	9	114423615	114432526	31	6	91261	1.1086	0.13381	GNG10
ENSG00000165181	9	114448453	114557288	391	19	91261	0.66183	0.25404	C9orf84
ENSG00000148154	9	114659046	114697649	166	25	91261	0.97249	0.1654	UGCG
ENSG00000106868	9	114803065	114937688	336	35	91261	1.1117	0.13313	SUSD1
ENSG00000119314	9	114980715	115095947	302	10	91261	-1.3618	0.91337	PTBP3
ENSG00000119471	9	115142217	115234690	281	15	91261	2.01	0.022215	HSDL2
ENSG00000230185	9	115196096	115249484	179	9	91261	1.0401	0.14915	C9orf147
ENSG00000165185	9	115249127	115431677	399	37	91261	1.2763	0.10092	KIAA1958
ENSG00000148153	9	115446206	115480516	67	9	91261	-0.71656	0.76318	INIP
ENSG00000148158	9	115513118	115643951	371	16	91261	0.042242	0.48315	SNX30
ENSG00000119457	9	115641200	115653193	25	8	91261	-0.54743	0.70796	SLC46A2
ENSG00000136866	9	115800660	115819039	37	12	91261	1.4202	0.077777	ZFP37
ENSG00000136867	9	115913222	115926417	69	12	91261	-0.069429	0.52768	SLC31A2
ENSG00000119321	9	115923286	115983641	226	22	91261	0.53807	0.29527	FKBP15
ENSG00000136868	9	115983808	116028674	131	19	91261	1.2706	0.10194	SLC31A1
ENSG00000176386	9	116018115	116037869	59	12	91261	0.76467	0.22223	CDC26
ENSG00000136875	9	116037623	116055185	58	11	91261	0.52868	0.29851	PRPF4
ENSG00000165188	9	116059373	116065656	21	5	91261	0.66016	0.25457	RNF183
ENSG00000148225	9	116075502	116102578	61	11	91261	0.58812	0.27823	WDR31
ENSG00000119411	9	116111821	116133513	117	15	91261	-0.18158	0.57205	BSPRY
ENSG00000119431	9	116135699	116139279	23	7	91261	-0.56857	0.71518	HDHD3
ENSG00000148218	9	116148597	116163613	40	13	91261	-1.9532	0.9746	ALAD
ENSG00000148229	9	116169515	116172952	6	2	91261	-0.23715	0.59373	POLE3
ENSG00000157653	9	116172334	116191964	58	7	91261	-0.2862	0.61264	C9orf43
ENSG00000138835	9	116207011	116360018	404	15	91261	0.3197	0.3746	RGS3
ENSG00000157657	9	116638562	116818871	520	38	91261	1.7184	0.042866	ZNF618
ENSG00000106927	9	116822407	116840752	56	9	91261	0.53189	0.2974	AMBP
ENSG00000136883	9	116848406	116861507	53	11	91261	0.66797	0.25208	KIF12
ENSG00000196739	9	116917840	117074791	602	85	91261	0.091056	0.46372	COL27A1
ENSG00000229314	9	117085336	117088755	10	6	91261	-1.0707	0.85784	ORM1
ENSG00000228278	9	117092149	117095532	6	2	91261	-0.62023	0.73245	ORM2
ENSG00000106948	9	117096436	117156685	112	17	91261	-0.60097	0.72607	AKNA
ENSG00000095397	9	117164360	117267730	324	21	91261	0.13563	0.44606	DFNB31
ENSG00000136888	9	117350026	117360653	22	7	91261	1.0592	0.14475	ATP6V1G1
ENSG00000157693	9	117373486	117408702	170	15	91261	0.55199	0.29048	C9orf91
ENSG00000181634	9	117546915	117568406	33	11	91261	0.77812	0.21825	TNFSF15
ENSG00000106952	9	117656003	117692697	96	7	91261	1.2193	0.11136	TNFSF8
ENSG00000041982	9	117782806	117880536	299	29	91261	0.26633	0.39499	TNC
ENSG00000173077	9	117904097	118164923	909	59	91261	0.66672	0.25248	DEC1
ENSG00000182752	9	118916083	119164601	416	66	91261	1.5331	0.062629	PAPPA
ENSG00000256040	9	119160439	119162885	8	4	91261	0.88153	0.18902	PAPPA-AS1
ENSG00000148219	9	119187504	120177348	2960	149	91261	-0.42955	0.66624	ASTN2
ENSG00000119401	9	119449581	119463579	27	6	91261	-0.059188	0.5236	TRIM32
ENSG00000136869	9	120466610	120479149	25	8	91261	1.9595	0.02503	TLR4
ENSG00000078725	9	121915736	122131745	484	47	91261	-1.1304	0.87084	BRINP1
ENSG00000260970	9	122257653	122286403	109	13	91261	-1.6207	0.94746	RP11-295D22.1
ENSG00000136861	9	123151147	123342448	250	24	91261	0.0663	0.47357	CDK5RAP2
ENSG00000106780	9	123363091	123476748	119	13	91261	1.3043	0.096069	MEGF9
ENSG00000119402	9	123514256	123555690	59	9	91261	0.36691	0.35684	FBXW2
ENSG00000095261	9	123577774	123605262	37	8	91261	0.62561	0.26578	PSMD5
ENSG00000119403	9	123617977	123639606	32	7	91261	0.97029	0.16595	PHF19
ENSG00000056558	9	123664671	123691451	89	9	91261	0.69642	0.24308	TRAF1
ENSG00000106804	9	123714616	123812554	210	20	91261	0.98898	0.16134	C5
ENSG00000119397	9	123837141	123939888	230	19	91261	0.53438	0.29654	CNTRL
ENSG00000119396	9	123940415	123985292	98	16	91261	0.41201	0.34017	RAB14
ENSG00000148180	9	123970072	124095121	242	22	91261	-0.16608	0.56595	GSN
ENSG00000148175	9	124101355	124132531	71	14	91261	-0.068508	0.52731	STOM
ENSG00000267987	9	124103625	124110410	12	6	91261	-1.7911	0.96336	AL161784.1
ENSG00000136848	9	124329336	124547809	445	65	91261	-0.43611	0.66862	DAB2IP
ENSG00000175764	9	124584207	124855885	894	48	91261	-0.65027	0.74224	TTLL11
ENSG00000119421	9	124894745	124922098	103	13	91261	-0.87817	0.81007	NDUFA8
ENSG00000185681	9	124922190	124962367	122	20	91261	-0.32799	0.62854	MORN5
ENSG00000106852	9	124964856	124991905	43	12	91261	0.93751	0.17425	LHX6
ENSG00000119446	9	124999903	125027118	75	10	91261	0.18812	0.42539	RBM18
ENSG00000148187	9	125026882	125085743	48	12	91261	-0.37831	0.6474	MRRF
ENSG00000095303	9	125132824	125157982	74	10	91261	1.3489	0.08868	PTGS1
ENSG00000269738	9	125148344	125148928	2	1	91261	1.4437	0.074411	AL162424.1
ENSG00000136834	9	125239220	125240235	6	3	91261	0.38342	0.3507	OR1J1
ENSG00000197233	9	125273081	125274022	2	1	91261	-1.4697	0.92918	OR1J2
ENSG00000171505	9	125288637	125289572	4	2	91261	-1.3593	0.91298	OR1N1
ENSG00000171501	9	125315391	125316493	13	3	91261	-0.37291	0.64539	OR1N2
ENSG00000171496	9	125329778	125330838	6	2	91261	-0.35607	0.63911	OR1L8
ENSG00000165202	9	125376948	125378026	5	3	91261	-0.86508	0.8065	OR1Q1
ENSG00000171484	9	125390858	125391852	8	3	91261	-0.96877	0.83367	OR1B1
ENSG00000173679	9	125423845	125424927	1	1	91261	0.4032	0.3434	OR1L1
ENSG00000171481	9	125437315	125438432	1	1	91261	-1.088	0.8617	OR1L3
ENSG00000136939	9	125486269	125487204	1	1	91261	0.71566	0.2371	OR1L4
ENSG00000171459	9	125512019	125513062	8	1	91261	0.23409	0.40746	OR1L6
ENSG00000136940	9	125560668	125590910	61	13	91261	-1.3288	0.90804	PDCL
ENSG00000165204	9	125562370	125563395	3	2	91261	-1.6717	0.95271	OR1K1
ENSG00000056586	9	125606835	125667620	92	13	91261	-0.31729	0.62449	RC3H2
ENSG00000186130	9	125670335	125675609	10	4	91261	-0.29296	0.61522	ZBTB6
ENSG00000171448	9	125677845	125693779	31	9	91261	-0.91805	0.8207	ZBTB26
