# MEAN_SAMPLE_SIZE = 91261
# TOTAL_GENES = 18735
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_positive_regulation...262       SET      47      0.23652     0.011832      0.12938      0.03378 GO_bp:go_positive_regulation_of_epithelial_to_mesenchymal_transition
GO_bp:go_response_to_steroid...          SET     370       0.0622    0.0086546     0.042795     0.073059 GO_bp:go_response_to_steroid_hormone
GO_bp:go_positive_regulation...726       SET      32    -0.036003   -0.0014867      0.13056      0.60863 GO_bp:go_positive_regulation_of_rna_splicing
GO_bp:go_response_to_immobil...          SET      25     0.069907     0.002552      0.15375      0.32468 GO_bp:go_response_to_immobilization_stress
GO_bp:go_response_to_interle...9         SET      35       0.1098    0.0047413      0.13169      0.20222 GO_bp:go_response_to_interleukin_4
GO_bp:go_positive_regulation...428       SET      15      0.16864      0.00477      0.26804      0.26462 GO_bp:go_positive_regulation_of_keratinocyte_differentiation
GO_bp:go_cardiac_chamber_mor...          SET     125       0.1667     0.013571     0.078066     0.016375 GO_bp:go_cardiac_chamber_morphogenesis
GO_bp:go_regulation_of_carti...          SET      63      0.10996    0.0063659      0.10682      0.15165 GO_bp:go_regulation_of_cartilage_development
GO_bp:go_positive_regulation...409       SET      43     -0.16882    -0.008079      0.13081      0.90157 GO_bp:go_positive_regulation_of_interleukin_8_production
GO_bp:go_regulation_of_defen...3         SET      66    -0.032766   -0.0019414     0.095533      0.63419 GO_bp:go_regulation_of_defense_response_to_virus
GO_bp:go_response_to_peptide             SET     468     0.046257    0.0072193     0.038571      0.11522 GO_bp:go_response_to_peptide
GO_bp:go_dna_dependent_dna_r...1         SET     140     0.090422    0.0077874      0.06248     0.073927 GO_bp:go_dna_dependent_dna_replication
GO_bp:go_regulation_of_skele...3         SET      19      0.10953    0.0034862      0.17003      0.25974 GO_bp:go_regulation_of_skeletal_muscle_cell_differentiation
GO_bp:go_positive_regulation...146       SET     132     0.012306    0.0010293     0.066281      0.42636 GO_bp:go_positive_regulation_of_cellular_protein_catabolic_process
GO_bp:go_sterol_homeostasis              SET      77   -0.0058306  -0.00037304     0.093416      0.52488 GO_bp:go_sterol_homeostasis
GO_bp:go_embryonic_axis_spec...          SET      32    -0.058784   -0.0024274      0.16466      0.63946 GO_bp:go_embryonic_axis_specification
GO_bp:go_regulation_of_leuko...2         SET      82     0.079054    0.0052187     0.086832      0.18131 GO_bp:go_regulation_of_leukocyte_apoptotic_process
GO_bp:go_cellular_response_t...69        SET     575     0.050024    0.0086284      0.03585      0.08146 GO_bp:go_cellular_response_to_lipid
GO_bp:go_lipoprotein_metabol...          SET      30     -0.19048   -0.0076162      0.15319      0.89313 GO_bp:go_lipoprotein_metabolic_process
GO_bp:go_disruption_of_cells...          SET      15      0.12504    0.0035367      0.19875      0.26464 GO_bp:go_disruption_of_cells_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_iron_coordination_e...          SET      12     0.096752    0.0024479      0.24382      0.34576 GO_bp:go_iron_coordination_entity_transport
GO_bp:go_phosphatidylcholine...2         SET      37     -0.18989   -0.0084305      0.12575      0.93447 GO_bp:go_phosphatidylcholine_biosynthetic_process
GO_bp:go_regulation_of_coagu...          SET      79     0.084596    0.0054819     0.096017      0.18915 GO_bp:go_regulation_of_coagulation
GO_bp:go_membrane_biogenesis             SET      31      0.27271     0.011084      0.14191     0.027327 GO_bp:go_membrane_biogenesis
GO_bp:go_regulation_of_epide...3         SET      82       0.0086   0.00056772     0.094169      0.46362 GO_bp:go_regulation_of_epidermis_development
GO_bp:go_formation_of_primar...          SET     113    -0.069894   -0.0054119     0.080564      0.80718 GO_bp:go_formation_of_primary_germ_layer
GO_bp:go_negative_regulation...443       SET      48      0.04776    0.0024144      0.11483      0.33874 GO_bp:go_negative_regulation_of_muscle_cell_differentiation
GO_bp:go_energy_reserve_meta...          SET      79    -0.016683   -0.0010811     0.097931      0.56763 GO_bp:go_energy_reserve_metabolic_process
GO_bp:go_glycolipid_biosynth...          SET      61     0.069317    0.0039489     0.097823      0.23929 GO_bp:go_glycolipid_biosynthetic_process
GO_bp:go_regulation_of_actin...6         SET      27     -0.17351   -0.0065823       0.1367      0.89782 GO_bp:go_regulation_of_actin_nucleation
GO_bp:go_regulation_of_dendr...5         SET      11       0.6934     0.016797       0.3106       0.0128 GO_bp:go_regulation_of_dendritic_cell_differentiation
GO_bp:go_epithelial_cell_dev...          SET     189     0.058838    0.0058799     0.062587      0.17359 GO_bp:go_epithelial_cell_development
GO_bp:go_negative_regulation...374       SET      66    -0.014128   -0.0008371     0.099222      0.55661 GO_bp:go_negative_regulation_of_lipid_metabolic_process
GO_bp:go_protein_localizatio...23        SET      17      0.18286    0.0055059       0.1871      0.16421 GO_bp:go_protein_localization_to_kinetochore
GO_bp:go_negative_regulation...242       SET      44      0.10551    0.0051073      0.12847      0.20574 GO_bp:go_negative_regulation_of_fat_cell_differentiation
GO_bp:go_photoperiodism                  SET      23      0.12283    0.0043012      0.14963      0.20587 GO_bp:go_photoperiodism
GO_bp:go_alpha_amino_acid_bi...          SET      57     0.075457    0.0041559      0.10154      0.22871 GO_bp:go_alpha_amino_acid_biosynthetic_process
GO_bp:go_mesenchymal_to_epit...1         SET      19     0.047014    0.0014965      0.21576      0.41375 GO_bp:go_mesenchymal_to_epithelial_transition
GO_bp:go_establishment_of_en...2         SET       9      0.27413     0.006007      0.30834      0.18699 GO_bp:go_establishment_of_endothelial_intestinal_barrier
GO_bp:go_salivary_gland_deve...          SET      36   -0.0067379  -0.00029508      0.14267      0.51883 GO_bp:go_salivary_gland_development
GO_bp:go_cell_cycle_dna_repl...          SET      61     0.094504    0.0053838     0.093535      0.15617 GO_bp:go_cell_cycle_dna_replication
GO_bp:go_negative_regulation...680       SET      11      0.48482     0.011744      0.20725    0.0096648 GO_bp:go_negative_regulation_of_transcription_elongation_from_rna_polymerase_ii_promoter
GO_bp:go_chromosome_condensa...          SET      40    -0.025586    -0.001181      0.10656      0.59488 GO_bp:go_chromosome_condensation
GO_bp:go_regulation_of_monoo...          SET      52     0.088857    0.0046749      0.11579      0.22142 GO_bp:go_regulation_of_monooxygenase_activity
GO_bp:go_sensory_perception_...4         SET     160    0.0054748   0.00050379     0.068177        0.468 GO_bp:go_sensory_perception_of_mechanical_stimulus
GO_bp:go_establishment_of_ep...2         SET      27      0.12888    0.0048894      0.15775      0.20697 GO_bp:go_establishment_of_epithelial_cell_polarity
GO_bp:go_toll_like_receptor_...5         SET      20     0.097132     0.003172      0.20224      0.31552 GO_bp:go_toll_like_receptor_9_signaling_pathway
GO_bp:go_embryonic_digit_mor...          SET      60    -0.037247   -0.0021045      0.10826       0.6346 GO_bp:go_embryonic_digit_morphogenesis
GO_bp:go_t_cell_activation_i...          SET      96      0.17492      0.01249     0.093642      0.03089 GO_bp:go_t_cell_activation_involved_in_immune_response
GO_bp:go_negative_regulation...368       SET      75      0.12901    0.0081463       0.0967     0.091093 GO_bp:go_negative_regulation_of_leukocyte_proliferation
GO_bp:go_negative_regulation...264       SET      39     0.042248    0.0019256      0.13837      0.38006 GO_bp:go_negative_regulation_of_gliogenesis
GO_bp:go_regulation_of_antig...2         SET       5      0.42475    0.0069381      0.35895      0.11836 GO_bp:go_regulation_of_antigen_processing_and_presentation_of_peptide_antigen
GO_bp:go_regulation_of_neuro...12        SET      50    -0.016234  -0.00083757      0.10822      0.55962 GO_bp:go_regulation_of_neuronal_synaptic_plasticity
GO_bp:go_regulation_of_phosp...10        SET      43      -0.0267   -0.0012777      0.13161      0.58038 GO_bp:go_regulation_of_phospholipase_c_activity
GO_bp:go_regulation_of_devel...2         SET     300    0.0049272    0.0006185     0.047677      0.45885 GO_bp:go_regulation_of_developmental_growth
GO_bp:go_membrane_disassembly            SET      16      0.38725     0.011312      0.25262     0.062652 GO_bp:go_membrane_disassembly
GO_bp:go_regulation_of_synap...10        SET      66  -0.00019433  -1.1514e-05      0.10713      0.50072 GO_bp:go_regulation_of_synaptic_transmission_glutamatergic
GO_bp:go_activation_of_phosp...1         SET      29     -0.18732   -0.0073645      0.16657      0.86961 GO_bp:go_activation_of_phospholipase_c_activity
GO_bp:go_negative_regulation...55        SET      22      0.19303    0.0066111      0.16986       0.1279 GO_bp:go_negative_regulation_of_biomineral_tissue_development
GO_bp:go_cellular_response_t...36        SET     314     0.068878    0.0088422     0.046569     0.069572 GO_bp:go_cellular_response_to_external_stimulus
GO_bp:go_nadp_metabolic_proc...          SET      11    -0.035995  -0.00087195      0.27345      0.55236 GO_bp:go_nadp_metabolic_process
GO_bp:go_positive_regulation...527       SET      28   -0.0013416  -5.1829e-05      0.14001      0.50382 GO_bp:go_positive_regulation_of_mrna_processing
GO_bp:go_epithelial_tube_bra...          SET      29     -0.28102    -0.011048      0.16098      0.95956 GO_bp:go_epithelial_tube_branching_involved_in_lung_morphogenesis
GO_bp:go_detection_of_mechan...2         SET      28    -0.060728    -0.002346      0.17365      0.63672 GO_bp:go_detection_of_mechanical_stimulus_involved_in_sensory_perception
GO_bp:go_regulation_of_cell_...7         SET      15      0.15814    0.0044729      0.20261      0.21755 GO_bp:go_regulation_of_cell_cell_adhesion_mediated_by_cadherin
GO_bp:go_metanephric_epithel...          SET      27      0.18042    0.0068444      0.16565      0.13805 GO_bp:go_metanephric_epithelium_development
GO_bp:go_regulation_of_smoot...2         SET      30     -0.21247   -0.0084955      0.14365      0.93043 GO_bp:go_regulation_of_smooth_muscle_cell_differentiation
GO_bp:go_fatty_acid_beta_oxi...1         SET      71      -0.1293   -0.0079447      0.09192      0.92022 GO_bp:go_fatty_acid_beta_oxidation
GO_bp:go_actin_filament_base...2         SET     696     0.077898     0.014733     0.031591    0.0068394 GO_bp:go_actin_filament_based_process
GO_bp:go_response_to_fluid_s...          SET      33      0.16983    0.0071214      0.14568      0.12186 GO_bp:go_response_to_fluid_shear_stress
GO_bp:go_negative_regulation...444       SET      25     -0.10984   -0.0040097      0.17193      0.73854 GO_bp:go_negative_regulation_of_muscle_contraction
GO_bp:go_transition_metal_io...2         SET     115    0.0029354   0.00022928     0.071527      0.48363 GO_bp:go_transition_metal_ion_transport
GO_bp:go_positive_regulation...535       SET      85     -0.01722   -0.0011573     0.084822      0.58044 GO_bp:go_positive_regulation_of_muscle_cell_differentiation
GO_bp:go_regulation_of_adapt...          SET     151     0.078068    0.0069805     0.067848      0.12495 GO_bp:go_regulation_of_adaptive_immune_response
GO_bp:go_phosphatidylinosito...4         SET     109     0.063838    0.0048552     0.072075      0.18789 GO_bp:go_phosphatidylinositol_biosynthetic_process
GO_bp:go_positive_regulation...449       SET      36      0.20491     0.008974      0.13543     0.065144 GO_bp:go_positive_regulation_of_lipid_kinase_activity
GO_bp:go_response_to_cortico...1         SET     159     0.072865    0.0066842     0.066472      0.13651 GO_bp:go_response_to_corticosteroid
GO_bp:go_positive_regulation...440       SET      21     0.046834    0.0015672      0.17388      0.39383 GO_bp:go_positive_regulation_of_leukocyte_degranulation
GO_bp:go_sodium_ion_transmem...          SET     133    -0.085068   -0.0071422     0.076346       0.8674 GO_bp:go_sodium_ion_transmembrane_transport
GO_bp:go_negative_regulation...60        SET      29     -0.06176   -0.0024281      0.15159      0.65815 GO_bp:go_negative_regulation_of_blood_vessel_endothelial_cell_migration
GO_bp:go_cell_projection_ass...          SET     528     0.044142    0.0073055     0.034897      0.10296 GO_bp:go_cell_projection_assembly
GO_bp:go_glucocorticoid_meta...          SET      23     0.011701   0.00040972      0.15766      0.47042 GO_bp:go_glucocorticoid_metabolic_process
GO_bp:go_protein_maturation              SET     264    -0.057168   -0.0067385     0.048847      0.87906 GO_bp:go_protein_maturation
GO_bp:go_skeletal_muscle_ada...          SET      25      0.23774    0.0086789      0.15626     0.064087 GO_bp:go_skeletal_muscle_adaptation
GO_bp:go_protein_n_linked_gl...          SET      73    -0.093603   -0.0058316     0.091125      0.84783 GO_bp:go_protein_n_linked_glycosylation
GO_bp:go_anaphase_promoting_...          SET      82    0.0045343   0.00029933     0.082731      0.47815 GO_bp:go_anaphase_promoting_complex_dependent_catabolic_process
GO_bp:go_hindlimb_morphogene...          SET      35    -0.011285  -0.00048733      0.15296      0.52941 GO_bp:go_hindlimb_morphogenesis
GO_bp:go_loop_of_henle_devel...          SET      11     -0.27028   -0.0065473      0.26784      0.84353 GO_bp:go_loop_of_henle_development
GO_bp:go_vesicle_organization            SET     307    0.0090169    0.0011448     0.045353      0.42121 GO_bp:go_vesicle_organization
GO_bp:go_keratinocyte_prolif...          SET      38      0.10216    0.0045962      0.14057      0.23371 GO_bp:go_keratinocyte_proliferation
GO_bp:go_macrophage_activati...2         SET      12      0.21488    0.0054366      0.24156      0.18686 GO_bp:go_macrophage_activation_involved_in_immune_response
GO_bp:go_positive_regulation...63        SET     175     0.098516     0.009477     0.060708     0.052327 GO_bp:go_positive_regulation_of_binding
GO_bp:go_smooth_muscle_cell_...3         SET      55     -0.24056    -0.013015      0.11142      0.98457 GO_bp:go_smooth_muscle_cell_differentiation
GO_bp:go_male_genitalia_deve...          SET      20     0.019549   0.00063839      0.21227      0.46331 GO_bp:go_male_genitalia_development
GO_bp:go_regulation_of_hydro...3         SET    1176    0.0041336    0.0010026     0.024815      0.43385 GO_bp:go_regulation_of_hydrolase_activity
GO_bp:go_endocardial_cushion...1         SET      42     0.093789    0.0044358      0.14164      0.25394 GO_bp:go_endocardial_cushion_development
GO_bp:go_negative_regulation...230       SET      50     -0.16718   -0.0086252      0.12273      0.91341 GO_bp:go_negative_regulation_of_erbb_signaling_pathway
GO_bp:go_response_to_dietary...          SET      21      0.10734     0.003592      0.18705      0.28303 GO_bp:go_response_to_dietary_excess
